"","ResponseID","Gender","Age","Image","Condition","Fit","Belonging","Norm_1","Norm_2","Norm_3","Norm_4","Norm_5","Norm_6","Norm_7","Norm_8","Ratio","Average_Face"
"353","R_vMMcAxrtWsdFyrD",2,35,"80men1",6,4,4,3,5,5,2,4,4,3,4,8,10
"354","R_vMMcAxrtWsdFyrD",2,35,"80men2",6,1,1,3,5,5,3,3,3,5,3,10,11
"355","R_vMMcAxrtWsdFyrD",2,35,"80men3",6,1,1,4,4,5,3,3,3,5,3,9,13
"356","R_vMMcAxrtWsdFyrD",2,35,"80men4",6,2,2,4,3,3,5,5,5,3,6,5,8
"357","R_vMMcAxrtWsdFyrD",2,35,"100men1",8,1,1,2,5,5,3,2,3,5,3,11,13
"358","R_vMMcAxrtWsdFyrD",2,35,"100men2",8,1,1,1,7,7,1,3,3,5,2,11,15
"359","R_vMMcAxrtWsdFyrD",2,35,"100men3",8,1,1,3,4,4,3,4,4,3,3,11,14
"360","R_vMMcAxrtWsdFyrD",2,35,"100men4",8,1,1,3,5,5,2,3,3,5,3,11,8
"361","R_D8NxcL2fYpRzoSR",1,22,"0men1",0,6,6,6,6,2,4,5,4,4,6,2,2
"362","R_D8NxcL2fYpRzoSR",1,22,"0men2",0,2,1,7,7,6,5,5,5,4,6,1,1
"363","R_D8NxcL2fYpRzoSR",1,22,"0men3",0,4,4,5,1,1,7,1,1,2,2,1,4
"364","R_D8NxcL2fYpRzoSR",1,22,"0men4",0,8,8,7,1,1,7,7,4,6,5,1,7
"365","R_D8NxcL2fYpRzoSR",1,22,"20men1",2,9,9,5,5,2,5,2,2,2,4,3,2
"366","R_D8NxcL2fYpRzoSR",1,22,"20men2",2,7,7,1,1,1,4,1,3,2,1,3,3
"367","R_D8NxcL2fYpRzoSR",1,22,"20men3",2,5,5,7,1,1,7,6,5,5,3,3,6
"368","R_D8NxcL2fYpRzoSR",1,22,"20men4",2,9,9,7,1,1,7,7,3,1,5,2,7
"369","R_D8NxcL2fYpRzoSR",1,22,"50men1",4,9,9,7,2,2,6,6,6,1,6,5,1
"370","R_D8NxcL2fYpRzoSR",1,22,"50men2",4,4,4,5,1,1,5,5,5,2,5,6,3
"371","R_D8NxcL2fYpRzoSR",1,22,"50men3",4,6,6,5,3,4,7,7,5,1,6,6,4
"372","R_D8NxcL2fYpRzoSR",1,22,"50men4",4,5,5,7,6,2,2,6,6,2,6,4,5
"373","R_D8NxcL2fYpRzoSR",1,22,"80men1",6,3,2,6,1,4,6,6,3,2,5,9,3
"374","R_D8NxcL2fYpRzoSR",1,22,"80men2",6,6,6,6,2,2,5,6,2,2,5,8,3
"375","R_D8NxcL2fYpRzoSR",1,22,"80men3",6,4,3,7,3,3,6,6,5,1,7,8,1
"376","R_D8NxcL2fYpRzoSR",1,22,"80men4",6,7,6,7,3,1,7,6,2,2,6,9,3
"377","R_D8NxcL2fYpRzoSR",1,22,"100men1",8,9,9,7,1,1,7,7,6,1,7,11,1
"378","R_D8NxcL2fYpRzoSR",1,22,"100men2",8,5,4,7,6,1,1,6,1,1,6,11,1
"379","R_D8NxcL2fYpRzoSR",1,22,"100men3",8,7,7,7,7,7,1,6,5,6,5,11,1
"380","R_D8NxcL2fYpRzoSR",1,22,"100men4",8,7,7,6,4,2,2,6,4,4,5,11,8
"401","R_dnfwlsuYqNOuKkR",1,27,"0men1",0,4,7,5,3,4,6,5,2,5,6,1,3
"402","R_dnfwlsuYqNOuKkR",1,27,"0men2",0,3,6,2,4,6,5,5,2,3,4,1,11
"403","R_dnfwlsuYqNOuKkR",1,27,"0men3",0,4,5,5,3,4,6,5,3,4,6,1,6
"404","R_dnfwlsuYqNOuKkR",1,27,"0men4",0,4,2,4,2,3,6,3,5,4,4,2,4
"405","R_dnfwlsuYqNOuKkR",1,27,"20men1",2,3,4,6,3,4,4,5,2,3,5,2,10
"406","R_dnfwlsuYqNOuKkR",1,27,"20men2",2,3,4,4,2,4,3,5,3,4,6,3,13
"407","R_dnfwlsuYqNOuKkR",1,27,"20men3",2,4,5,5,2,6,5,5,3,3,5,8,10
"408","R_dnfwlsuYqNOuKkR",1,27,"20men4",2,4,6,3,2,5,5,4,2,4,5,3,16
"409","R_dnfwlsuYqNOuKkR",1,27,"50men1",4,3,4,4,6,4,3,4,6,5,5,7,15
"410","R_dnfwlsuYqNOuKkR",1,27,"50men2",4,4,5,6,3,5,4,5,5,2,4,8,12
"411","R_dnfwlsuYqNOuKkR",1,27,"50men3",4,6,3,3,6,5,5,5,3,4,4,5,6
"412","R_dnfwlsuYqNOuKkR",1,27,"50men4",4,4,5,4,6,3,5,4,3,6,5,7,15
"413","R_dnfwlsuYqNOuKkR",1,27,"80men1",6,4,2,6,3,4,4,4,6,5,5,9,11
"414","R_dnfwlsuYqNOuKkR",1,27,"80men2",6,4,5,4,2,5,3,5,3,4,6,9,4
"415","R_dnfwlsuYqNOuKkR",1,27,"80men3",6,7,5,5,4,2,6,6,3,4,5,9,13
"416","R_dnfwlsuYqNOuKkR",1,27,"80men4",6,7,6,6,3,5,4,4,6,5,5,9,8
"417","R_dnfwlsuYqNOuKkR",1,27,"100men1",8,8,7,4,6,5,3,3,6,5,5,11,16
"418","R_dnfwlsuYqNOuKkR",1,27,"100men2",8,7,8,5,2,4,3,5,4,6,3,11,16
"419","R_dnfwlsuYqNOuKkR",1,27,"100men3",8,5,3,5,3,4,6,5,4,3,4,11,7
"420","R_dnfwlsuYqNOuKkR",1,27,"100men4",8,7,6,6,5,5,3,4,3,5,4,11,17
"421","R_cRNRwOPtK9iOBOR",1,45,"0men1",0,5,4,4,1,4,7,7,7,1,7,1,7
"422","R_cRNRwOPtK9iOBOR",1,45,"0men2",0,5,5,1,1,1,7,7,7,1,7,1,10
"423","R_cRNRwOPtK9iOBOR",1,45,"0men3",0,2,1,5,4,5,4,7,5,5,4,1,3
"424","R_cRNRwOPtK9iOBOR",1,45,"0men4",0,6,5,1,1,7,7,7,7,1,7,1,6
"425","R_cRNRwOPtK9iOBOR",1,45,"20men1",2,3,3,1,1,6,7,7,7,1,7,6,8
"426","R_cRNRwOPtK9iOBOR",1,45,"20men2",2,5,5,4,1,4,7,7,7,1,7,6,7
"427","R_cRNRwOPtK9iOBOR",1,45,"20men3",2,6,5,3,1,4,7,7,7,6,7,4,4
"428","R_cRNRwOPtK9iOBOR",1,45,"20men4",2,4,4,5,1,6,6,7,6,2,6,7,13
"429","R_cRNRwOPtK9iOBOR",1,45,"50men1",4,3,2,5,1,4,4,7,7,1,7,6,4
"430","R_cRNRwOPtK9iOBOR",1,45,"50men2",4,5,5,5,3,6,4,4,6,4,4,5,7
"431","R_cRNRwOPtK9iOBOR",1,45,"50men3",4,5,5,4,1,4,7,7,7,1,7,5,8
"432","R_cRNRwOPtK9iOBOR",1,45,"50men4",4,6,5,3,3,3,6,5,5,4,6,5,16
"433","R_cRNRwOPtK9iOBOR",1,45,"80men1",6,4,3,6,5,6,6,4,7,4,5,9,13
"434","R_cRNRwOPtK9iOBOR",1,45,"80men2",6,4,4,3,4,3,4,2,3,3,4,9,9
"435","R_cRNRwOPtK9iOBOR",1,45,"80men3",6,9,8,5,3,6,4,2,5,7,7,10,12
"436","R_cRNRwOPtK9iOBOR",1,45,"80men4",6,4,4,2,4,6,3,3,5,4,4,9,2
"437","R_cRNRwOPtK9iOBOR",1,45,"100men1",8,8,8,1,1,1,1,7,6,1,6,11,11
"438","R_cRNRwOPtK9iOBOR",1,45,"100men2",8,8,8,1,1,7,1,7,7,1,7,11,10
"439","R_cRNRwOPtK9iOBOR",1,45,"100men3",8,7,7,5,7,3,7,3,4,7,6,11,16
"440","R_cRNRwOPtK9iOBOR",1,45,"100men4",8,7,7,1,1,1,1,7,7,1,7,11,7
"461","R_cvaq7Ck1dRbMzi9",1,34,"0men1",0,3,3,5,3,3,5,5,5,3,5,1,6
"462","R_cvaq7Ck1dRbMzi9",1,34,"0men2",0,3,2,5,3,3,5,5,5,3,5,2,2
"463","R_cvaq7Ck1dRbMzi9",1,34,"0men3",0,3,3,5,3,3,5,5,5,3,5,2,8
"464","R_cvaq7Ck1dRbMzi9",1,34,"0men4",0,4,4,5,3,3,5,5,5,3,5,2,6
"465","R_cvaq7Ck1dRbMzi9",1,34,"20men1",2,3,3,5,3,3,5,5,5,3,5,7,3
"466","R_cvaq7Ck1dRbMzi9",1,34,"20men2",2,4,4,5,4,3,5,5,5,4,5,4,11
"467","R_cvaq7Ck1dRbMzi9",1,34,"20men3",2,4,3,4,3,3,4,4,4,3,4,4,9
"468","R_cvaq7Ck1dRbMzi9",1,34,"20men4",2,2,2,5,3,3,5,5,5,3,5,2,9
"469","R_cvaq7Ck1dRbMzi9",1,34,"50men1",4,3,3,4,4,3,4,4,5,4,4,4,11
"470","R_cvaq7Ck1dRbMzi9",1,34,"50men2",4,5,4,4,3,3,4,4,5,3,4,4,4
"471","R_cvaq7Ck1dRbMzi9",1,34,"50men3",4,3,2,4,3,3,4,4,4,3,4,8,11
"472","R_cvaq7Ck1dRbMzi9",1,34,"50men4",4,5,4,4,3,3,4,5,5,3,5,4,11
"473","R_cvaq7Ck1dRbMzi9",1,34,"80men1",6,6,5,3,4,4,3,4,3,4,4,8,17
"474","R_cvaq7Ck1dRbMzi9",1,34,"80men2",6,6,5,4,3,3,4,4,4,3,4,6,18
"475","R_cvaq7Ck1dRbMzi9",1,34,"80men3",6,5,4,3,3,4,3,3,4,4,3,8,19
"476","R_cvaq7Ck1dRbMzi9",1,34,"80men4",6,5,5,4,3,4,4,4,4,3,4,6,9
"477","R_cvaq7Ck1dRbMzi9",1,34,"100men1",8,6,6,3,4,4,3,4,4,3,4,10,20
"478","R_cvaq7Ck1dRbMzi9",1,34,"100men2",8,7,7,3,3,4,3,4,4,4,4,4,11
"479","R_cvaq7Ck1dRbMzi9",1,34,"100men3",8,7,6,4,4,5,4,4,5,5,5,10,21
"480","R_cvaq7Ck1dRbMzi9",1,34,"100men4",8,6,6,3,4,4,3,3,3,4,3,11,18
"501","R_RRMpzJOmGSAshMZ",2,21,"0men1",0,8,8,7,1,7,7,6,6,1,6,1,9
"502","R_RRMpzJOmGSAshMZ",2,21,"0men2",0,7,6,7,4,2,7,7,7,1,7,1,7
"503","R_RRMpzJOmGSAshMZ",2,21,"0men3",0,7,7,7,7,7,7,6,6,1,6,1,7
"504","R_RRMpzJOmGSAshMZ",2,21,"0men4",0,9,9,7,3,3,7,7,7,4,6,1,7
"505","R_RRMpzJOmGSAshMZ",2,21,"20men1",2,5,5,6,3,3,6,6,6,2,5,2,5
"506","R_RRMpzJOmGSAshMZ",2,21,"20men2",2,3,3,6,4,3,5,5,5,3,5,3,8
"507","R_RRMpzJOmGSAshMZ",2,21,"20men3",2,5,5,5,2,2,5,6,6,3,4,6,8
"508","R_RRMpzJOmGSAshMZ",2,21,"20men4",2,7,7,5,3,3,6,5,5,2,5,4,7
"509","R_RRMpzJOmGSAshMZ",2,21,"50men1",4,6,4,4,4,4,4,4,4,4,4,7,3
"510","R_RRMpzJOmGSAshMZ",2,21,"50men2",4,4,4,5,3,3,5,5,5,4,5,5,7
"511","R_RRMpzJOmGSAshMZ",2,21,"50men3",4,3,3,4,4,4,4,4,4,4,4,4,9
"512","R_RRMpzJOmGSAshMZ",2,21,"50men4",4,1,1,4,4,4,4,4,4,4,4,4,8
"513","R_RRMpzJOmGSAshMZ",2,21,"80men1",6,4,4,3,4,5,3,3,3,4,3,9,9
"514","R_RRMpzJOmGSAshMZ",2,21,"80men2",6,2,1,2,3,6,2,3,5,5,4,10,6
"515","R_RRMpzJOmGSAshMZ",2,21,"80men3",6,3,3,3,5,5,2,3,3,3,3,9,9
"516","R_RRMpzJOmGSAshMZ",2,21,"80men4",6,4,3,5,5,4,4,4,4,4,4,6,6
"517","R_RRMpzJOmGSAshMZ",2,21,"100men1",8,1,1,1,1,4,1,3,3,3,3,11,6
"518","R_RRMpzJOmGSAshMZ",2,21,"100men2",8,2,1,1,1,4,1,3,2,3,3,11,5
"519","R_RRMpzJOmGSAshMZ",2,21,"100men3",8,1,1,1,2,4,1,2,4,3,3,11,5
"520","R_RRMpzJOmGSAshMZ",2,21,"100men4",8,2,2,2,3,5,3,3,5,5,5,11,7
"581","R_1jx0i05GvtzKyTO",1,50,"0men1",0,2,2,7,1,1,7,4,7,1,4,2,1
"582","R_1jx0i05GvtzKyTO",1,50,"0men2",0,3,3,5,3,2,3,4,3,2,2,4,5
"583","R_1jx0i05GvtzKyTO",1,50,"0men3",0,3,3,3,2,6,4,3,4,4,5,2,3
"584","R_1jx0i05GvtzKyTO",1,50,"0men4",0,3,3,4,2,3,6,4,3,3,4,1,7
"585","R_1jx0i05GvtzKyTO",1,50,"20men1",2,6,6,3,5,3,3,4,3,4,2,5,7
"586","R_1jx0i05GvtzKyTO",1,50,"20men2",2,5,5,5,2,3,4,4,5,2,5,3,8
"587","R_1jx0i05GvtzKyTO",1,50,"20men3",2,5,4,3,2,5,4,3,4,2,5,6,5
"588","R_1jx0i05GvtzKyTO",1,50,"20men4",2,4,4,4,2,2,6,4,4,2,4,10,3
"589","R_1jx0i05GvtzKyTO",1,50,"50men1",4,4,4,3,5,4,3,2,3,2,4,6,11
"590","R_1jx0i05GvtzKyTO",1,50,"50men2",4,5,5,4,2,3,5,3,5,1,5,5,8
"591","R_1jx0i05GvtzKyTO",1,50,"50men3",4,5,6,5,3,3,4,2,4,3,4,5,10
"592","R_1jx0i05GvtzKyTO",1,50,"50men4",4,3,3,4,2,5,4,3,4,2,4,6,7
"593","R_1jx0i05GvtzKyTO",1,50,"80men1",6,6,5,5,3,3,4,5,4,3,3,6,9
"594","R_1jx0i05GvtzKyTO",1,50,"80men2",6,7,7,4,3,2,2,3,4,3,3,9,5
"595","R_1jx0i05GvtzKyTO",1,50,"80men3",6,4,4,3,4,3,5,4,5,2,4,6,13
"596","R_1jx0i05GvtzKyTO",1,50,"80men4",6,3,4,4,3,4,3,3,4,2,5,7,10
"597","R_1jx0i05GvtzKyTO",1,50,"100men1",8,4,5,4,2,2,5,3,5,4,4,10,21
"598","R_1jx0i05GvtzKyTO",1,50,"100men2",8,5,5,1,1,1,1,5,7,3,2,10,15
"599","R_1jx0i05GvtzKyTO",1,50,"100men3",8,3,3,3,4,3,5,2,5,1,5,11,16
"600","R_1jx0i05GvtzKyTO",1,50,"100men4",8,4,4,2,4,3,4,5,3,2,5,9,5
"601","R_5jwFBPXrZ9B7lhH",2,43,"0men1",0,9,9,1,1,7,7,7,7,7,7,1,6
"602","R_5jwFBPXrZ9B7lhH",2,43,"0men2",0,9,9,1,1,7,1,7,7,1,7,2,6
"603","R_5jwFBPXrZ9B7lhH",2,43,"0men3",0,9,9,7,1,1,7,7,7,1,7,1,5
"604","R_5jwFBPXrZ9B7lhH",2,43,"0men4",0,9,9,1,1,1,7,7,7,1,7,1,6
"605","R_5jwFBPXrZ9B7lhH",2,43,"20men1",2,5,5,7,1,1,7,7,7,1,7,5,8
"606","R_5jwFBPXrZ9B7lhH",2,43,"20men2",2,7,7,7,1,7,7,7,7,1,7,5,10
"607","R_5jwFBPXrZ9B7lhH",2,43,"20men3",2,6,6,7,7,7,7,7,7,7,7,3,11
"608","R_5jwFBPXrZ9B7lhH",2,43,"20men4",2,8,8,7,7,7,7,7,7,7,7,4,7
"609","R_5jwFBPXrZ9B7lhH",2,43,"50men1",4,7,7,7,1,1,7,7,7,1,7,5,10
"610","R_5jwFBPXrZ9B7lhH",2,43,"50men2",4,5,5,7,7,1,7,7,7,1,7,8,10
"611","R_5jwFBPXrZ9B7lhH",2,43,"50men3",4,5,5,7,1,1,7,7,7,1,7,6,11
"612","R_5jwFBPXrZ9B7lhH",2,43,"50men4",4,5,5,7,1,1,7,7,7,1,7,6,10
"613","R_5jwFBPXrZ9B7lhH",2,43,"80men1",6,6,6,7,1,1,7,7,7,1,7,6,9
"614","R_5jwFBPXrZ9B7lhH",2,43,"80men2",6,3,3,7,1,1,7,7,7,1,7,7,10
"615","R_5jwFBPXrZ9B7lhH",2,43,"80men3",6,3,4,7,7,7,7,7,7,7,7,9,11
"616","R_5jwFBPXrZ9B7lhH",2,43,"80men4",6,5,5,7,7,1,7,7,7,1,7,6,9
"617","R_5jwFBPXrZ9B7lhH",2,43,"100men1",8,1,1,1,1,7,1,7,7,1,7,11,14
"618","R_5jwFBPXrZ9B7lhH",2,43,"100men2",8,1,1,1,1,7,1,7,7,1,7,11,13
"619","R_5jwFBPXrZ9B7lhH",2,43,"100men3",8,1,1,1,1,7,1,7,7,1,7,11,13
"620","R_5jwFBPXrZ9B7lhH",2,43,"100men4",8,2,2,1,1,7,1,7,7,1,7,11,13
"621","R_10wk1igV4YVaEPl",1,59,"0men1",0,1,1,1,5,2,7,7,7,1,7,1,8
"622","R_10wk1igV4YVaEPl",1,59,"0men2",0,2,2,3,6,2,7,7,7,1,7,1,11
"623","R_10wk1igV4YVaEPl",1,59,"0men3",0,2,1,2,6,2,7,7,6,1,7,1,7
"624","R_10wk1igV4YVaEPl",1,59,"0men4",0,3,3,2,1,1,7,7,7,1,7,1,10
"625","R_10wk1igV4YVaEPl",1,59,"20men1",2,1,1,2,5,3,7,6,5,2,6,6,12
"626","R_10wk1igV4YVaEPl",1,59,"20men2",2,2,2,2,5,2,7,6,6,1,7,4,8
"627","R_10wk1igV4YVaEPl",1,59,"20men3",2,2,1,2,6,2,7,6,6,2,6,4,12
"628","R_10wk1igV4YVaEPl",1,59,"20men4",2,1,1,1,6,3,7,6,6,2,6,3,11
"629","R_10wk1igV4YVaEPl",1,59,"50men1",4,1,1,1,5,5,6,5,6,2,6,6,11
"630","R_10wk1igV4YVaEPl",1,59,"50men2",4,2,2,1,5,3,7,7,6,2,6,6,9
"631","R_10wk1igV4YVaEPl",1,59,"50men3",4,3,2,2,6,2,6,6,6,1,5,6,10
"632","R_10wk1igV4YVaEPl",1,59,"50men4",4,2,1,2,6,3,6,6,6,1,7,7,7
"633","R_10wk1igV4YVaEPl",1,59,"80men1",6,2,2,1,7,7,4,3,5,4,4,7,10
"634","R_10wk1igV4YVaEPl",1,59,"80men2",6,2,2,1,6,3,6,5,5,1,5,9,8
"635","R_10wk1igV4YVaEPl",1,59,"80men3",6,2,2,2,6,4,3,5,5,3,5,9,8
"636","R_10wk1igV4YVaEPl",1,59,"80men4",6,2,2,1,5,5,6,6,6,2,6,9,12
"637","R_10wk1igV4YVaEPl",1,59,"100men1",8,3,2,1,7,3,1,4,4,4,5,11,12
"638","R_10wk1igV4YVaEPl",1,59,"100men2",8,3,3,1,7,4,1,4,4,4,5,10,12
"639","R_10wk1igV4YVaEPl",1,59,"100men3",8,3,3,1,7,4,1,5,5,4,5,11,11
"640","R_10wk1igV4YVaEPl",1,59,"100men4",8,3,3,1,7,3,1,4,5,1,5,10,10
"641","R_2rw0DulkK460DXy",2,29,"0men1",0,2,2,3,2,4,5,2,2,1,2,1,3
"642","R_2rw0DulkK460DXy",2,29,"0men2",0,6,7,2,5,6,6,1,3,3,3,1,2
"643","R_2rw0DulkK460DXy",2,29,"0men3",0,8,7,5,3,5,5,3,4,2,2,1,2
"644","R_2rw0DulkK460DXy",2,29,"0men4",0,7,7,4,4,3,5,2,3,3,2,1,3
"645","R_2rw0DulkK460DXy",2,29,"20men1",2,5,4,1,1,6,2,2,2,2,1,3,2
"646","R_2rw0DulkK460DXy",2,29,"20men2",2,7,7,5,2,3,4,5,5,2,4,2,5
"647","R_2rw0DulkK460DXy",2,29,"20men3",2,2,2,1,2,2,4,3,2,2,4,4,2
"648","R_2rw0DulkK460DXy",2,29,"20men4",2,7,7,4,4,4,6,5,5,1,5,2,2
"649","R_2rw0DulkK460DXy",2,29,"50men1",4,8,6,2,1,3,6,2,3,1,5,6,2
"650","R_2rw0DulkK460DXy",2,29,"50men2",4,2,2,4,4,3,4,2,3,3,3,4,4
"651","R_2rw0DulkK460DXy",2,29,"50men3",4,8,7,4,3,3,4,4,4,2,5,5,3
"652","R_2rw0DulkK460DXy",2,29,"50men4",4,6,5,2,2,5,3,2,3,2,3,5,4
"653","R_2rw0DulkK460DXy",2,29,"80men1",6,6,6,2,2,4,3,2,2,2,2,5,4
"654","R_2rw0DulkK460DXy",2,29,"80men2",6,8,7,2,2,5,3,2,2,2,2,7,4
"655","R_2rw0DulkK460DXy",2,29,"80men3",6,3,3,1,1,4,2,2,3,4,1,10,7
"656","R_2rw0DulkK460DXy",2,29,"80men4",6,5,6,4,5,1,4,5,5,5,3,5,2
"657","R_2rw0DulkK460DXy",2,29,"100men1",8,1,1,1,6,7,2,1,5,7,1,6,6
"658","R_2rw0DulkK460DXy",2,29,"100men2",8,1,1,4,5,4,4,4,3,4,4,11,5
"659","R_2rw0DulkK460DXy",2,29,"100men3",8,3,3,1,5,5,2,1,1,6,2,11,3
"660","R_2rw0DulkK460DXy",2,29,"100men4",8,3,4,1,6,5,2,1,1,6,2,11,3
"661","R_31uCRc5OajO0tda",2,45,"0men1",0,1,1,2,6,3,6,5,3,6,3,1,2
"662","R_31uCRc5OajO0tda",2,45,"0men2",0,1,1,6,3,5,2,5,2,5,4,1,9
"663","R_31uCRc5OajO0tda",2,45,"0men3",0,1,1,4,2,6,4,3,3,4,4,1,1
"664","R_31uCRc5OajO0tda",2,45,"0men4",0,1,1,5,3,4,4,1,3,2,2,1,5
"665","R_31uCRc5OajO0tda",2,45,"20men1",2,1,1,2,3,5,5,2,2,5,5,6,9
"666","R_31uCRc5OajO0tda",2,45,"20men2",2,1,1,6,3,6,6,3,5,3,5,3,10
"667","R_31uCRc5OajO0tda",2,45,"20men3",2,1,1,2,5,3,5,2,2,5,5,2,8
"668","R_31uCRc5OajO0tda",2,45,"20men4",2,1,1,3,6,5,3,5,4,6,2,3,8
"669","R_31uCRc5OajO0tda",2,45,"50men1",4,1,1,7,6,3,5,6,3,4,4,1,1
"670","R_31uCRc5OajO0tda",2,45,"50men2",4,1,1,6,2,6,5,3,5,2,5,4,2
"671","R_31uCRc5OajO0tda",2,45,"50men3",4,1,1,2,3,4,6,7,7,7,7,5,9
"672","R_31uCRc5OajO0tda",2,45,"50men4",4,1,1,5,4,5,6,3,6,4,5,5,7
"673","R_31uCRc5OajO0tda",2,45,"80men1",6,1,1,6,4,5,6,3,3,6,4,5,12
"674","R_31uCRc5OajO0tda",2,45,"80men2",6,1,1,6,3,6,3,3,5,3,6,4,6
"675","R_31uCRc5OajO0tda",2,45,"80men3",6,1,1,6,3,6,6,6,6,3,6,10,5
"676","R_31uCRc5OajO0tda",2,45,"80men4",6,1,1,3,5,3,6,5,2,3,5,3,9
"677","R_31uCRc5OajO0tda",2,45,"100men1",8,1,1,7,3,6,6,3,3,5,4,11,3
"678","R_31uCRc5OajO0tda",2,45,"100men2",8,1,1,1,4,2,7,3,5,3,5,11,5
"679","R_31uCRc5OajO0tda",2,45,"100men3",8,1,1,5,5,5,5,3,5,4,4,11,9
"680","R_31uCRc5OajO0tda",2,45,"100men4",8,1,1,3,3,3,3,5,3,4,5,4,4
"681","R_0TCxyx8cSzZRgYN",2,41,"0men1",0,1,1,3,3,3,3,3,3,3,3,1,10
"682","R_0TCxyx8cSzZRgYN",2,41,"0men2",0,1,1,5,5,5,5,5,5,5,5,1,16
"683","R_0TCxyx8cSzZRgYN",2,41,"0men3",0,1,1,5,5,5,5,5,5,5,5,1,11
"684","R_0TCxyx8cSzZRgYN",2,41,"0men4",0,1,1,5,5,5,5,5,5,5,5,3,10
"685","R_0TCxyx8cSzZRgYN",2,41,"20men1",2,1,1,5,5,5,5,5,5,5,5,7,18
"686","R_0TCxyx8cSzZRgYN",2,41,"20men2",2,1,1,3,3,3,3,3,3,3,3,3,17
"687","R_0TCxyx8cSzZRgYN",2,41,"20men3",2,1,1,5,3,5,5,5,5,5,5,6,21
"688","R_0TCxyx8cSzZRgYN",2,41,"20men4",2,1,1,5,5,5,5,5,5,5,5,9,12
"689","R_0TCxyx8cSzZRgYN",2,41,"50men1",4,1,1,7,7,7,7,7,7,7,3,9,5
"690","R_0TCxyx8cSzZRgYN",2,41,"50men2",4,1,1,5,5,5,5,5,5,5,5,9,15
"691","R_0TCxyx8cSzZRgYN",2,41,"50men3",4,1,1,3,3,3,4,3,3,3,3,8,19
"692","R_0TCxyx8cSzZRgYN",2,41,"50men4",4,1,1,5,5,5,5,5,5,5,5,6,12
"693","R_0TCxyx8cSzZRgYN",2,41,"80men1",6,1,1,3,3,3,3,3,3,3,3,9,17
"694","R_0TCxyx8cSzZRgYN",2,41,"80men2",6,1,1,4,5,5,5,5,5,5,3,10,13
"695","R_0TCxyx8cSzZRgYN",2,41,"80men3",6,1,1,5,5,5,5,5,5,5,5,10,12
"696","R_0TCxyx8cSzZRgYN",2,41,"80men4",6,1,1,3,3,3,3,3,3,3,3,10,21
"697","R_0TCxyx8cSzZRgYN",2,41,"100men1",8,1,1,3,3,3,3,3,3,3,3,11,13
"698","R_0TCxyx8cSzZRgYN",2,41,"100men2",8,1,1,5,3,5,3,5,3,3,3,11,17
"699","R_0TCxyx8cSzZRgYN",2,41,"100men3",8,1,1,3,3,3,3,3,3,3,3,10,21
"700","R_0TCxyx8cSzZRgYN",2,41,"100men4",8,1,1,3,3,3,3,3,3,3,3,10,11
"721","R_3neKTJKkWRuItvH",1,25,"0men1",0,2,2,5,2,4,5,5,5,1,5,1,1
"722","R_3neKTJKkWRuItvH",1,25,"0men2",0,3,3,4,3,4,5,4,5,1,5,1,1
"723","R_3neKTJKkWRuItvH",1,25,"0men3",0,3,2,5,2,5,5,5,5,1,5,1,5
"724","R_3neKTJKkWRuItvH",1,25,"0men4",0,2,2,5,2,4,5,5,5,1,5,3,1
"725","R_3neKTJKkWRuItvH",1,25,"20men1",2,4,3,4,2,2,4,4,4,1,4,6,9
"726","R_3neKTJKkWRuItvH",1,25,"20men2",2,3,3,4,2,2,4,4,4,2,4,6,6
"727","R_3neKTJKkWRuItvH",1,25,"20men3",2,3,3,3,3,3,4,3,5,3,3,5,8
"728","R_3neKTJKkWRuItvH",1,25,"20men4",2,4,3,5,2,2,5,5,5,1,5,4,5
"729","R_3neKTJKkWRuItvH",1,25,"50men1",4,4,4,3,3,3,3,3,4,3,3,6,9
"730","R_3neKTJKkWRuItvH",1,25,"50men2",4,4,4,3,3,3,3,3,4,3,3,6,14
"731","R_3neKTJKkWRuItvH",1,25,"50men3",4,4,3,4,2,2,4,4,4,1,4,7,11
"732","R_3neKTJKkWRuItvH",1,25,"50men4",4,3,3,3,3,3,3,3,5,3,3,3,8
"733","R_3neKTJKkWRuItvH",1,25,"80men1",6,3,3,4,2,2,4,4,4,1,4,7,15
"734","R_3neKTJKkWRuItvH",1,25,"80men2",6,4,4,3,3,3,3,3,4,3,3,9,12
"735","R_3neKTJKkWRuItvH",1,25,"80men3",6,4,3,3,3,3,3,3,4,3,3,10,14
"736","R_3neKTJKkWRuItvH",1,25,"80men4",6,4,3,3,3,3,3,3,4,3,3,9,8
"737","R_3neKTJKkWRuItvH",1,25,"100men1",8,2,2,3,3,4,3,3,4,3,3,11,18
"738","R_3neKTJKkWRuItvH",1,25,"100men2",8,2,2,3,3,4,3,3,4,3,3,11,18
"739","R_3neKTJKkWRuItvH",1,25,"100men3",8,2,2,3,3,4,3,3,4,3,3,11,18
"740","R_3neKTJKkWRuItvH",1,25,"100men4",8,2,2,3,3,4,3,3,4,3,3,11,17
"741","R_1kLC3MGSpRPMWLN",1,18,"0men1",0,2,3,7,6,5,6,6,4,2,7,3,4
"742","R_1kLC3MGSpRPMWLN",1,18,"0men2",0,2,1,7,6,6,7,5,6,2,7,7,8
"743","R_1kLC3MGSpRPMWLN",1,18,"0men3",0,1,2,7,5,5,6,3,6,2,7,2,4
